Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2011Q4,Male,Variable Hours (see note),145.1
Persons aged 15-89 years in Employment,2011Q4,Female,0 - 9.5 hours,29.0
Persons aged 15-89 years in Employment,2011Q4,Female,10 - 19.5 hours,104.2
Persons aged 15-89 years in Employment,2011Q4,Female,20 - 29.5 hours,182.9
Persons aged 15-89 years in Employment,2011Q4,Female,30 - 34.5 hours,69.8
Persons aged 15-89 years in Employment,2011Q4,Female,35 - 39.5 hours,285.9
Persons aged 15-89 years in Employment,2011Q4,Female,40 - 44.5 hours,120.2
Persons aged 15-89 years in Employment,2011Q4,Female,45 hours and over,33.0
Persons aged 15-89 years in Employment,2011Q4,Female,Variable Hours (see note),52.9
Persons aged 15-89 years in Employment,2012Q1,Both sexes,0 - 9.5 hours,45.5
Persons aged 15-89 years in Employment,2012Q1,Both sexes,10 - 19.5 hours,137.2
Persons aged 15-89 years in Employment,2012Q1,Both sexes,20 - 29.5 hours,246.9
Persons aged 15-89 years in Employment,2012Q1,Both sexes,30 - 34.5 hours,97.0
Persons aged 15-89 years in Employment,2012Q1,Both sexes,35 - 39.5 hours,568.5
Persons aged 15-89 years in Employment,2012Q1,Both sexes,40 - 44.5 hours,372.8
Persons aged 15-89 years in Employment,2012Q1,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2012Q1,Both sexes,Variable Hours (see note),197.0
Persons aged 15-89 years in Employment,2012Q1,Male,0 - 9.5 hours,12.7
Persons aged 15-89 years in Employment,2012Q1,Male,10 - 19.5 hours,33.7
Persons aged 15-89 years in Employment,2012Q1,Male,20 - 29.5 hours,67.3
Persons aged 15-89 years in Employment,2012Q1,Male,30 - 34.5 hours,28.8
Persons aged 15-89 years in Employment,2012Q1,Male,35 - 39.5 hours,292.3
Persons aged 15-89 years in Employment,2012Q1,Male,40 - 44.5 hours,248.6
Persons aged 15-89 years in Employment,2012Q1,Male,45 hours and over,163.9
Persons aged 15-89 years in Employment,2012Q1,Male,Variable Hours (see note),144.1
Persons aged 15-89 years in Employment,2012Q1,Female,0 - 9.5 hours,32.8
Persons aged 15-89 years in Employment,2012Q1,Female,10 - 19.5 hours,103.5
Persons aged 15-89 years in Employment,2012Q1,Female,20 - 29.5 hours,179.7
Persons aged 15-89 years in Employment,2012Q1,Female,30 - 34.5 hours,68.2
Persons aged 15-89 years in Employment,2012Q1,Female,35 - 39.5 hours,276.2
Persons aged 15-89 years in Employment,2012Q1,Female,40 - 44.5 hours,124.2
Persons aged 15-89 years in Employment,2012Q1,Female,45 hours and over,33.8
Persons aged 15-89 years in Employment,2012Q1,Female,Variable Hours (see note),52.9
Persons aged 15-89 years in Employment,2012Q2,Both sexes,0 - 9.5 hours,38.4
Persons aged 15-89 years in Employment,2012Q2,Both sexes,10 - 19.5 hours,124.1
Persons aged 15-89 years in Employment,2012Q2,Both sexes,20 - 29.5 hours,235.0
Persons aged 15-89 years in Employment,2012Q2,Both sexes,30 - 34.5 hours,90.9
Persons aged 15-89 years in Employment,2012Q2,Both sexes,35 - 39.5 hours,564.3
Persons aged 15-89 years in Employment,2012Q2,Both sexes,40 - 44.5 hours,371.6
Persons aged 15-89 years in Employment,2012Q2,Both sexes,45 hours and over,186.5
Persons aged 15-89 years in Employment,2012Q2,Both sexes,Variable Hours (see note),265.9
Persons aged 15-89 years in Employment,2012Q2,Male,0 - 9.5 hours,10.7
Persons aged 15-89 years in Employment,2012Q2,Male,10 - 19.5 hours,33.3
Persons aged 15-89 years in Employment,2012Q2,Male,20 - 29.5 hours,63.9
Persons aged 15-89 years in Employment,2012Q2,Male,30 - 34.5 hours,24.7
Persons aged 15-89 years in Employment,2012Q2,Male,35 - 39.5 hours,281.7
Persons aged 15-89 years in Employment,2012Q2,Male,40 - 44.5 hours,247.9
Persons aged 15-89 years in Employment,2012Q2,Male,45 hours and over,154.8
Persons aged 15-89 years in Employment,2012Q2,Male,Variable Hours (see note),181.4
Persons aged 15-89 years in Employment,2012Q2,Female,0 - 9.5 hours,27.7
Persons aged 15-89 years in Employment,2012Q2,Female,10 - 19.5 hours,90.8
Persons aged 15-89 years in Employment,2012Q2,Female,20 - 29.5 hours,171.2
Persons aged 15-89 years in Employment,2012Q2,Female,30 - 34.5 hours,66.2
Persons aged 15-89 years in Employment,2012Q2,Female,35 - 39.5 hours,282.6
Persons aged 15-89 years in Employment,2012Q2,Female,40 - 44.5 hours,123.7
Persons aged 15-89 years in Employment,2012Q2,Female,45 hours and over,31.8
Persons aged 15-89 years in Employment,2012Q2,Female,Variable Hours (see note),84.5
Persons aged 15-89 years in Employment,2012Q3,Both sexes,0 - 9.5 hours,34.0
Persons aged 15-89 years in Employment,2012Q3,Both sexes,10 - 19.5 hours,122.2
Persons aged 15-89 years in Employment,2012Q3,Both sexes,20 - 29.5 hours,254.0
Persons aged 15-89 years in Employment,2012Q3,Both sexes,30 - 34.5 hours,95.6
Persons aged 15-89 years in Employment,2012Q3,Both sexes,35 - 39.5 hours,567.1
Persons aged 15-89 years in Employment,2012Q3,Both sexes,40 - 44.5 hours,385.8
Persons aged 15-89 years in Employment,2012Q3,Both sexes,45 hours and over,187.3
Persons aged 15-89 years in Employment,2012Q3,Both sexes,Variable Hours (see note),242.3
Persons aged 15-89 years in Employment,2012Q3,Male,0 - 9.5 hours,9.1
Persons aged 15-89 years in Employment,2012Q3,Male,10 - 19.5 hours,32.2
Persons aged 15-89 years in Employment,2012Q3,Male,20 - 29.5 hours,75.5
Persons aged 15-89 years in Employment,2012Q3,Male,30 - 34.5 hours,27.6
Persons aged 15-89 years in Employment,2012Q3,Male,35 - 39.5 hours,284.5
Persons aged 15-89 years in Employment,2012Q3,Male,40 - 44.5 hours,261.1
Persons aged 15-89 years in Employment,2012Q3,Male,45 hours and over,152.5
Persons aged 15-89 years in Employment,2012Q3,Male,Variable Hours (see note),168.6
Persons aged 15-89 years in Employment,2012Q3,Female,0 - 9.5 hours,24.9
Persons aged 15-89 years in Employment,2012Q3,Female,10 - 19.5 hours,90.0
Persons aged 15-89 years in Employment,2012Q3,Female,20 - 29.5 hours,178.5
Persons aged 15-89 years in Employment,2012Q3,Female,30 - 34.5 hours,68.0
Persons aged 15-89 years in Employment,2012Q3,Female,35 - 39.5 hours,282.6
Persons aged 15-89 years in Employment,2012Q3,Female,40 - 44.5 hours,124.7
Persons aged 15-89 years in Employment,2012Q3,Female,45 hours and over,34.8
Persons aged 15-89 years in Employment,2012Q3,Female,Variable Hours (see note),73.7
Persons aged 15-89 years in Employment,2012Q4,Both sexes,0 - 9.5 hours,44.4
Persons aged 15-89 years in Employment,2012Q4,Both sexes,10 - 19.5 hours,122.2
Persons aged 15-89 years in Employment,2012Q4,Both sexes,20 - 29.5 hours,247.5
Persons aged 15-89 years in Employment,2012Q4,Both sexes,30 - 34.5 hours,89.8
Persons aged 15-89 years in Employment,2012Q4,Both sexes,35 - 39.5 hours,575.8
Persons aged 15-89 years in Employment,2012Q4,Both sexes,40 - 44.5 hours,392.9
Persons aged 15-89 years in Employment,2012Q4,Both sexes,45 hours and over,187.6
Persons aged 15-89 years in Employment,2012Q4,Both sexes,Variable Hours (see note),232.7
Persons aged 15-89 years in Employment,2012Q4,Male,0 - 9.5 hours,14.6
Persons aged 15-89 years in Employment,2012Q4,Male,10 - 19.5 hours,33.8
Persons aged 15-89 years in Employment,2012Q4,Male,20 - 29.5 hours,68.0
Persons aged 15-89 years in Employment,2012Q4,Male,30 - 34.5 hours,26.1
Persons aged 15-89 years in Employment,2012Q4,Male,35 - 39.5 hours,294.4
Persons aged 15-89 years in Employment,2012Q4,Male,40 - 44.5 hours,263.1
Persons aged 15-89 years in Employment,2012Q4,Male,45 hours and over,153.1
Persons aged 15-89 years in Employment,2012Q4,Male,Variable Hours (see note),158.7
Persons aged 15-89 years in Employment,2012Q4,Female,0 - 9.5 hours,29.8
Persons aged 15-89 years in Employment,2012Q4,Female,10 - 19.5 hours,88.4
Persons aged 15-89 years in Employment,2012Q4,Female,20 - 29.5 hours,179.5
Persons aged 15-89 years in Employment,2012Q4,Female,30 - 34.5 hours,63.7
Persons aged 15-89 years in Employment,2012Q4,Female,35 - 39.5 hours,281.4
Persons aged 15-89 years in Employment,2012Q4,Female,40 - 44.5 hours,129.8
Persons aged 15-89 years in Employment,2012Q4,Female,45 hours and over,34.5
Persons aged 15-89 years in Employment,2012Q4,Female,Variable Hours (see note),74.0
Persons aged 15-89 years in Employment,2013Q1,Both sexes,0 - 9.5 hours,43.7
Persons aged 15-89 years in Employment,2013Q1,Both sexes,10 - 19.5 hours,124.8
Persons aged 15-89 years in Employment,2013Q1,Both sexes,20 - 29.5 hours,241.7
Persons aged 15-89 years in Employment,2013Q1,Both sexes,30 - 34.5 hours,98.2
Persons aged 15-89 years in Employment,2013Q1,Both sexes,35 - 39.5 hours,544.7
Persons aged 15-89 years in Employment,2013Q1,Both sexes,40 - 44.5 hours,399.4
Persons aged 15-89 years in Employment,2013Q1,Both sexes,45 hours and over,185.2
Persons aged 15-89 years in Employment,2013Q1,Both sexes,Variable Hours (see note),255.7
Persons aged 15-89 years in Employment,2013Q1,Male,0 - 9.5 hours,13.4
Persons aged 15-89 years in Employment,2013Q1,Male,10 - 19.5 hours,35.4
Persons aged 15-89 years in Employment,2013Q1,Male,20 - 29.5 hours,67.6
Persons aged 15-89 years in Employment,2013Q1,Male,30 - 34.5 hours,27.5
Persons aged 15-89 years in Employment,2013Q1,Male,35 - 39.5 hours,279.1
Persons aged 15-89 years in Employment,2013Q1,Male,40 - 44.5 hours,271.1
Persons aged 15-89 years in Employment,2013Q1,Male,45 hours and over,150.3
Persons aged 15-89 years in Employment,2013Q1,Male,Variable Hours (see note),173.6
Persons aged 15-89 years in Employment,2013Q1,Female,0 - 9.5 hours,30.3
Persons aged 15-89 years in Employment,2013Q1,Female,10 - 19.5 hours,89.4
Persons aged 15-89 years in Employment,2013Q1,Female,20 - 29.5 hours,174.1
Persons aged 15-89 years in Employment,2013Q1,Female,30 - 34.5 hours,70.7
Persons aged 15-89 years in Employment,2013Q1,Female,35 - 39.5 hours,265.6
Persons aged 15-89 years in Employment,2013Q1,Female,40 - 44.5 hours,128.4
Persons aged 15-89 years in Employment,2013Q1,Female,45 hours and over,34.8
Persons aged 15-89 years in Employment,2013Q1,Female,Variable Hours (see note),82.0
Persons aged 15-89 years in Employment,2013Q2,Both sexes,0 - 9.5 hours,40.6
Persons aged 15-89 years in Employment,2013Q2,Both sexes,10 - 19.5 hours,120.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,20 - 29.5 hours,250.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,30 - 34.5 hours,97.3
Persons aged 15-89 years in Employment,2013Q2,Both sexes,35 - 39.5 hours,569.5
Persons aged 15-89 years in Employment,2013Q2,Both sexes,40 - 44.5 hours,395.9
Persons aged 15-89 years in Employment,2013Q2,Both sexes,45 hours and over,199.6
Persons aged 15-89 years in Employment,2013Q2,Both sexes,Variable Hours (see note),250.2
Persons aged 15-89 years in Employment,2013Q2,Male,0 - 9.5 hours,11.5
Persons aged 15-89 years in Employment,2013Q2,Male,10 - 19.5 hours,33.6
Persons aged 15-89 years in Employment,2013Q2,Male,20 - 29.5 hours,72.9
Persons aged 15-89 years in Employment,2013Q2,Male,30 - 34.5 hours,26.1
Persons aged 15-89 years in Employment,2013Q2,Male,35 - 39.5 hours,294.1
Persons aged 15-89 years in Employment,2013Q2,Male,40 - 44.5 hours,263.9
Persons aged 15-89 years in Employment,2013Q2,Male,45 hours and over,161.8
Persons aged 15-89 years in Employment,2013Q2,Male,Variable Hours (see note),170.5
Persons aged 15-89 years in Employment,2013Q2,Female,0 - 9.5 hours,29.1
Persons aged 15-89 years in Employment,2013Q2,Female,10 - 19.5 hours,87.0
Persons aged 15-89 years in Employment,2013Q2,Female,20 - 29.5 hours,177.7
Persons aged 15-89 years in Employment,2013Q2,Female,30 - 34.5 hours,71.2
Persons aged 15-89 years in Employment,2013Q2,Female,35 - 39.5 hours,275.4
Persons aged 15-89 years in Employment,2013Q2,Female,40 - 44.5 hours,132.0
Persons aged 15-89 years in Employment,2013Q2,Female,45 hours and over,37.8
Persons aged 15-89 years in Employment,2013Q2,Female,Variable Hours (see note),79.7
Persons aged 15-89 years in Employment,2013Q3,Both sexes,0 - 9.5 hours,36.3
Persons aged 15-89 years in Employment,2013Q3,Both sexes,10 - 19.5 hours,113.2
Persons aged 15-89 years in Employment,2013Q3,Both sexes,20 - 29.5 hours,248.1
Persons aged 15-89 years in Employment,2013Q3,Both sexes,30 - 34.5 hours,95.8
Persons aged 15-89 years in Employment,2013Q3,Both sexes,35 - 39.5 hours,585.9
Persons aged 15-89 years in Employment,2013Q3,Both sexes,40 - 44.5 hours,425.0
Persons aged 15-89 years in Employment,2013Q3,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2013Q3,Both sexes,Variable Hours (see note),259.9
Persons aged 15-89 years in Employment,2013Q3,Male,0 - 9.5 hours,8.8
Persons aged 15-89 years in Employment,2013Q3,Male,10 - 19.5 hours,34.6
Persons aged 15-89 years in Employment,2013Q3,Male,20 - 29.5 hours,73.1
Persons aged 15-89 years in Employment,2013Q3,Male,30 - 34.5 hours,27.2
Persons aged 15-89 years in Employment,2013Q3,Male,35 - 39.5 hours,299.2
Persons aged 15-89 years in Employment,2013Q3,Male,40 - 44.5 hours,283.9
Persons aged 15-89 years in Employment,2013Q3,Male,45 hours and over,158.9
Persons aged 15-89 years in Employment,2013Q3,Male,Variable Hours (see note),173.6
Persons aged 15-89 years in Employment,2013Q3,Female,0 - 9.5 hours,27.5
Persons aged 15-89 years in Employment,2013Q3,Female,10 - 19.5 hours,78.6
Persons aged 15-89 years in Employment,2013Q3,Female,20 - 29.5 hours,175.0
Persons aged 15-89 years in Employment,2013Q3,Female,30 - 34.5 hours,68.7
Persons aged 15-89 years in Employment,2013Q3,Female,35 - 39.5 hours,286.7
Persons aged 15-89 years in Employment,2013Q3,Female,40 - 44.5 hours,141.1
Persons aged 15-89 years in Employment,2013Q3,Female,45 hours and over,38.8
Persons aged 15-89 years in Employment,2013Q3,Female,Variable Hours (see note),86.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,0 - 9.5 hours,40.1
Persons aged 15-89 years in Employment,2013Q4,Both sexes,10 - 19.5 hours,126.9
Persons aged 15-89 years in Employment,2013Q4,Both sexes,20 - 29.5 hours,245.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,30 - 34.5 hours,92.1
Persons aged 15-89 years in Employment,2013Q4,Both sexes,35 - 39.5 hours,569.5
Persons aged 15-89 years in Employment,2013Q4,Both sexes,40 - 44.5 hours,444.2
Persons aged 15-89 years in Employment,2013Q4,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Variable Hours (see note),253.8
Persons aged 15-89 years in Employment,2013Q4,Male,0 - 9.5 hours,12.5
Persons aged 15-89 years in Employment,2013Q4,Male,10 - 19.5 hours,36.0
Persons aged 15-89 years in Employment,2013Q4,Male,20 - 29.5 hours,71.7
Persons aged 15-89 years in Employment,2013Q4,Male,30 - 34.5 hours,25.6
Persons aged 15-89 years in Employment,2013Q4,Male,35 - 39.5 hours,293.1
Persons aged 15-89 years in Employment,2013Q4,Male,40 - 44.5 hours,298.1
Persons aged 15-89 years in Employment,2013Q4,Male,45 hours and over,159.3
Persons aged 15-89 years in Employment,2013Q4,Male,Variable Hours (see note),172.4
Persons aged 15-89 years in Employment,2013Q4,Female,0 - 9.5 hours,27.5
Persons aged 15-89 years in Employment,2013Q4,Female,10 - 19.5 hours,90.9
Persons aged 15-89 years in Employment,2013Q4,Female,20 - 29.5 hours,173.6
Persons aged 15-89 years in Employment,2013Q4,Female,30 - 34.5 hours,66.5
Persons aged 15-89 years in Employment,2013Q4,Female,35 - 39.5 hours,276.4
Persons aged 15-89 years in Employment,2013Q4,Female,40 - 44.5 hours,146.1
Persons aged 15-89 years in Employment,2013Q4,Female,45 hours and over,38.3
Persons aged 15-89 years in Employment,2013Q4,Female,Variable Hours (see note),81.4
Persons aged 15-89 years in Employment,2014Q1,Both sexes,0 - 9.5 hours,38.5
Persons aged 15-89 years in Employment,2014Q1,Both sexes,10 - 19.5 hours,123.5
Persons aged 15-89 years in Employment,2014Q1,Both sexes,20 - 29.5 hours,241.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,30 - 34.5 hours,87.3
Persons aged 15-89 years in Employment,2014Q1,Both sexes,35 - 39.5 hours,552.6
Persons aged 15-89 years in Employment,2014Q1,Both sexes,40 - 44.5 hours,459.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,Variable Hours (see note),249.8
Persons aged 15-89 years in Employment,2014Q1,Male,0 - 9.5 hours,14.1
Persons aged 15-89 years in Employment,2014Q1,Male,10 - 19.5 hours,35.8
Persons aged 15-89 years in Employment,2014Q1,Male,20 - 29.5 hours,70.4
Persons aged 15-89 years in Employment,2014Q1,Male,30 - 34.5 hours,22.5
Persons aged 15-89 years in Employment,2014Q1,Male,35 - 39.5 hours,277.4
Persons aged 15-89 years in Employment,2014Q1,Male,40 - 44.5 hours,311.9
Persons aged 15-89 years in Employment,2014Q1,Male,45 hours and over,157.5
Persons aged 15-89 years in Employment,2014Q1,Male,Variable Hours (see note),166.6
Persons aged 15-89 years in Employment,2014Q1,Female,0 - 9.5 hours,24.4
Persons aged 15-89 years in Employment,2014Q1,Female,10 - 19.5 hours,87.7
Persons aged 15-89 years in Employment,2014Q1,Female,20 - 29.5 hours,171.3
Persons aged 15-89 years in Employment,2014Q1,Female,30 - 34.5 hours,64.8
Persons aged 15-89 years in Employment,2014Q1,Female,35 - 39.5 hours,275.2
Persons aged 15-89 years in Employment,2014Q1,Female,40 - 44.5 hours,147.8
Persons aged 15-89 years in Employment,2014Q1,Female,45 hours and over,40.2
Persons aged 15-89 years in Employment,2014Q1,Female,Variable Hours (see note),83.2
Persons aged 15-89 years in Employment,2014Q2,Both sexes,0 - 9.5 hours,35.9
Persons aged 15-89 years in Employment,2014Q2,Both sexes,10 - 19.5 hours,119.8
Persons aged 15-89 years in Employment,2014Q2,Both sexes,20 - 29.5 hours,243.0
Persons aged 15-89 years in Employment,2014Q2,Both sexes,30 - 34.5 hours,96.5
Persons aged 15-89 years in Employment,2014Q2,Both sexes,35 - 39.5 hours,563.5
Persons aged 15-89 years in Employment,2014Q2,Both sexes,40 - 44.5 hours,482.0
Persons aged 15-89 years in Employment,2014Q2,Both sexes,45 hours and over,200.7
Persons aged 15-89 years in Employment,2014Q2,Both sexes,Variable Hours (see note),227.6
Persons aged 15-89 years in Employment,2014Q2,Male,0 - 9.5 hours,10.5
Persons aged 15-89 years in Employment,2014Q2,Male,10 - 19.5 hours,34.1
Persons aged 15-89 years in Employment,2014Q2,Male,20 - 29.5 hours,71.0
Persons aged 15-89 years in Employment,2014Q2,Male,30 - 34.5 hours,26.5
Persons aged 15-89 years in Employment,2014Q2,Male,35 - 39.5 hours,287.5
Persons aged 15-89 years in Employment,2014Q2,Male,40 - 44.5 hours,316.2
Persons aged 15-89 years in Employment,2014Q2,Male,45 hours and over,162.7
Persons aged 15-89 years in Employment,2014Q2,Male,Variable Hours (see note),157.6
Persons aged 15-89 years in Employment,2014Q2,Female,0 - 9.5 hours,25.4
Persons aged 15-89 years in Employment,2014Q2,Female,10 - 19.5 hours,85.7
Persons aged 15-89 years in Employment,2014Q2,Female,20 - 29.5 hours,172.0
Persons aged 15-89 years in Employment,2014Q2,Female,30 - 34.5 hours,70.0
Persons aged 15-89 years in Employment,2014Q2,Female,35 - 39.5 hours,275.9
Persons aged 15-89 years in Employment,2014Q2,Female,40 - 44.5 hours,165.7
Persons aged 15-89 years in Employment,2014Q2,Female,45 hours and over,38.0
Persons aged 15-89 years in Employment,2014Q2,Female,Variable Hours (see note),70.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,0 - 9.5 hours,39.3
Persons aged 15-89 years in Employment,2014Q3,Both sexes,10 - 19.5 hours,129.1
Persons aged 15-89 years in Employment,2014Q3,Both sexes,20 - 29.5 hours,245.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,30 - 34.5 hours,102.1
Persons aged 15-89 years in Employment,2014Q3,Both sexes,35 - 39.5 hours,582.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,40 - 44.5 hours,480.8
Persons aged 15-89 years in Employment,2014Q3,Both sexes,45 hours and over,217.5
Persons aged 15-89 years in Employment,2014Q3,Both sexes,Variable Hours (see note),213.5
Persons aged 15-89 years in Employment,2014Q3,Male,0 - 9.5 hours,10.4
Persons aged 15-89 years in Employment,2014Q3,Male,10 - 19.5 hours,38.7
Persons aged 15-89 years in Employment,2014Q3,Male,20 - 29.5 hours,70.5
Persons aged 15-89 years in Employment,2014Q3,Male,30 - 34.5 hours,28.8
Persons aged 15-89 years in Employment,2014Q3,Male,35 - 39.5 hours,299.0
Persons aged 15-89 years in Employment,2014Q3,Male,40 - 44.5 hours,317.2
Persons aged 15-89 years in Employment,2014Q3,Male,45 hours and over,175.6
Persons aged 15-89 years in Employment,2014Q3,Male,Variable Hours (see note),150.2
Persons aged 15-89 years in Employment,2014Q3,Female,0 - 9.5 hours,28.8
Persons aged 15-89 years in Employment,2014Q3,Female,10 - 19.5 hours,90.4
Persons aged 15-89 years in Employment,2014Q3,Female,20 - 29.5 hours,174.5
Persons aged 15-89 years in Employment,2014Q3,Female,30 - 34.5 hours,73.3
Persons aged 15-89 years in Employment,2014Q3,Female,35 - 39.5 hours,283.1
Persons aged 15-89 years in Employment,2014Q3,Female,40 - 44.5 hours,163.5
Persons aged 15-89 years in Employment,2014Q3,Female,45 hours and over,42.0
Persons aged 15-89 years in Employment,2014Q3,Female,Variable Hours (see note),63.3
Persons aged 15-89 years in Employment,2014Q4,Both sexes,0 - 9.5 hours,41.4
Persons aged 15-89 years in Employment,2014Q4,Both sexes,10 - 19.5 hours,134.5
Persons aged 15-89 years in Employment,2014Q4,Both sexes,20 - 29.5 hours,247.3
Persons aged 15-89 years in Employment,2014Q4,Both sexes,30 - 34.5 hours,103.1
Persons aged 15-89 years in Employment,2014Q4,Both sexes,35 - 39.5 hours,602.6
Persons aged 15-89 years in Employment,2014Q4,Both sexes,40 - 44.5 hours,475.0
Persons aged 15-89 years in Employment,2014Q4,Both sexes,45 hours and over,219.6
Persons aged 15-89 years in Employment,2014Q4,Both sexes,Variable Hours (see note),201.6
Persons aged 15-89 years in Employment,2014Q4,Male,0 - 9.5 hours,12.1
Persons aged 15-89 years in Employment,2014Q4,Male,10 - 19.5 hours,39.6
Persons aged 15-89 years in Employment,2014Q4,Male,20 - 29.5 hours,68.9
Persons aged 15-89 years in Employment,2014Q4,Male,30 - 34.5 hours,26.9
Persons aged 15-89 years in Employment,2014Q4,Male,35 - 39.5 hours,311.3
Persons aged 15-89 years in Employment,2014Q4,Male,40 - 44.5 hours,315.3
Persons aged 15-89 years in Employment,2014Q4,Male,45 hours and over,181.0
Persons aged 15-89 years in Employment,2014Q4,Male,Variable Hours (see note),143.4
Persons aged 15-89 years in Employment,2014Q4,Female,0 - 9.5 hours,29.3
Persons aged 15-89 years in Employment,2014Q4,Female,10 - 19.5 hours,94.9
Persons aged 15-89 years in Employment,2014Q4,Female,20 - 29.5 hours,178.4
Persons aged 15-89 years in Employment,2014Q4,Female,30 - 34.5 hours,76.2
Persons aged 15-89 years in Employment,2014Q4,Female,35 - 39.5 hours,291.3
Persons aged 15-89 years in Employment,2014Q4,Female,40 - 44.5 hours,159.7
Persons aged 15-89 years in Employment,2014Q4,Female,45 hours and over,38.6
Persons aged 15-89 years in Employment,2014Q4,Female,Variable Hours (see note),58.2
Persons aged 15-89 years in Employment,2015Q1,Both sexes,0 - 9.5 hours,40.6
Persons aged 15-89 years in Employment,2015Q1,Both sexes,10 - 19.5 hours,133.7
Persons aged 15-89 years in Employment,2015Q1,Both sexes,20 - 29.5 hours,248.4
Persons aged 15-89 years in Employment,2015Q1,Both sexes,30 - 34.5 hours,101.3
Persons aged 15-89 years in Employment,2015Q1,Both sexes,35 - 39.5 hours,604.6
Persons aged 15-89 years in Employment,2015Q1,Both sexes,40 - 44.5 hours,468.5
Persons aged 15-89 years in Employment,2015Q1,Both sexes,45 hours and over,217.5
Persons aged 15-89 years in Employment,2015Q1,Both sexes,Variable Hours (see note),197.7
Persons aged 15-89 years in Employment,2015Q1,Male,0 - 9.5 hours,13.3
Persons aged 15-89 years in Employment,2015Q1,Male,10 - 19.5 hours,38.8
Persons aged 15-89 years in Employment,2015Q1,Male,20 - 29.5 hours,70.4
Persons aged 15-89 years in Employment,2015Q1,Male,30 - 34.5 hours,25.9
Persons aged 15-89 years in Employment,2015Q1,Male,35 - 39.5 hours,311.0
Persons aged 15-89 years in Employment,2015Q1,Male,40 - 44.5 hours,313.6
Persons aged 15-89 years in Employment,2015Q1,Male,45 hours and over,180.8
Persons aged 15-89 years in Employment,2015Q1,Male,Variable Hours (see note),140.3
Persons aged 15-89 years in Employment,2015Q1,Female,0 - 9.5 hours,27.3
Persons aged 15-89 years in Employment,2015Q1,Female,10 - 19.5 hours,95.0
Persons aged 15-89 years in Employment,2015Q1,Female,20 - 29.5 hours,178.0
Persons aged 15-89 years in Employment,2015Q1,Female,30 - 34.5 hours,75.4
Persons aged 15-89 years in Employment,2015Q1,Female,35 - 39.5 hours,293.6
Persons aged 15-89 years in Employment,2015Q1,Female,40 - 44.5 hours,154.9
Persons aged 15-89 years in Employment,2015Q1,Female,45 hours and over,36.7
Persons aged 15-89 years in Employment,2015Q1,Female,Variable Hours (see note),57.4
Persons aged 15-89 years in Employment,2015Q2,Both sexes,0 - 9.5 hours,40.0
Persons aged 15-89 years in Employment,2015Q2,Both sexes,10 - 19.5 hours,134.2
Persons aged 15-89 years in Employment,2015Q2,Both sexes,20 - 29.5 hours,252.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,30 - 34.5 hours,110.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,35 - 39.5 hours,596.3
Persons aged 15-89 years in Employment,2015Q2,Both sexes,40 - 44.5 hours,469.1
Persons aged 15-89 years in Employment,2015Q2,Both sexes,45 hours and over,245.0
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Variable Hours (see note),200.2
Persons aged 15-89 years in Employment,2015Q2,Male,0 - 9.5 hours,12.3
Persons aged 15-89 years in Employment,2015Q2,Male,10 - 19.5 hours,41.5
Persons aged 15-89 years in Employment,2015Q2,Male,20 - 29.5 hours,70.7
Persons aged 15-89 years in Employment,2015Q2,Male,30 - 34.5 hours,28.1
Persons aged 15-89 years in Employment,2015Q2,Male,35 - 39.5 hours,302.8
Persons aged 15-89 years in Employment,2015Q2,Male,40 - 44.5 hours,316.3
Persons aged 15-89 years in Employment,2015Q2,Male,45 hours and over,201.8
Persons aged 15-89 years in Employment,2015Q2,Male,Variable Hours (see note),140.2
Persons aged 15-89 years in Employment,2015Q2,Female,0 - 9.5 hours,27.7
Persons aged 15-89 years in Employment,2015Q2,Female,10 - 19.5 hours,92.6
Persons aged 15-89 years in Employment,2015Q2,Female,20 - 29.5 hours,181.8
Persons aged 15-89 years in Employment,2015Q2,Female,30 - 34.5 hours,82.4
Persons aged 15-89 years in Employment,2015Q2,Female,35 - 39.5 hours,293.5
Persons aged 15-89 years in Employment,2015Q2,Female,40 - 44.5 hours,152.9
Persons aged 15-89 years in Employment,2015Q2,Female,45 hours and over,43.1
Persons aged 15-89 years in Employment,2015Q2,Female,Variable Hours (see note),60.0
Persons aged 15-89 years in Employment,2015Q3,Both sexes,0 - 9.5 hours,40.1
