Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,Irish,In employment,2006Q2,
Persons aged 15 years and over,Irish,In employment,2006Q3,1869.5
Persons aged 15 years and over,Irish,In employment,2006Q4,1858.6
Persons aged 15 years and over,Irish,In employment,2007Q1,1866.3
Persons aged 15 years and over,Irish,In employment,2007Q2,1876.5
Persons aged 15 years and over,Irish,In employment,2007Q3,1906.4
Persons aged 15 years and over,Irish,In employment,2007Q4,1882.6
Persons aged 15 years and over,Irish,In employment,2008Q1,1863.6
Persons aged 15 years and over,Irish,In employment,2008Q2,1866.3
Persons aged 15 years and over,Irish,In employment,2008Q3,1864.7
Persons aged 15 years and over,Irish,In employment,2008Q4,1810.5
Persons aged 15 years and over,Irish,In employment,2009Q1,1739.9
Persons aged 15 years and over,Irish,In employment,2009Q2,1717.2
Persons aged 15 years and over,Irish,In employment,2009Q3,1703.7
Persons aged 15 years and over,Irish,In employment,2009Q4,1672.2
Persons aged 15 years and over,Irish,In employment,2010Q1,1648.8
Persons aged 15 years and over,Irish,In employment,2010Q2,1653.8
Persons aged 15 years and over,Irish,In employment,2010Q3,1653.2
Persons aged 15 years and over,Irish,In employment,2010Q4,1621.7
Persons aged 15 years and over,Irish,In employment,2011Q1,1607.2
Persons aged 15 years and over,Irish,In employment,2011Q2,1618.2
Persons aged 15 years and over,Irish,In employment,2011Q3,1602.4
Persons aged 15 years and over,Irish,In employment,2011Q4,1611.3
Persons aged 15 years and over,Irish,In employment,2012Q1,1590.2
Persons aged 15 years and over,Irish,In employment,2012Q2,1600.8
Persons aged 15 years and over,Irish,In employment,2012Q3,1612.3
Persons aged 15 years and over,Irish,In employment,2012Q4,1621.1
Persons aged 15 years and over,Irish,In employment,2013Q1,1624.1
Persons aged 15 years and over,Irish,In employment,2013Q2,1648.4
Persons aged 15 years and over,Irish,In employment,2013Q3,1677.0
Persons aged 15 years and over,Irish,In employment,2013Q4,1690.0
Persons aged 15 years and over,Irish,In employment,2014Q1,1675.3
Persons aged 15 years and over,Irish,In employment,2014Q2,1691.0
Persons aged 15 years and over,Irish,In employment,2014Q3,1725.6
Persons aged 15 years and over,Irish,In employment,2014Q4,1740.8
Persons aged 15 years and over,Irish,In employment,2015Q1,1737.0
Persons aged 15 years and over,Irish,In employment,2015Q2,1761.2
Persons aged 15 years and over,Irish,In employment,2015Q3,1780.5
Persons aged 15 years and over,Irish,In employment,2015Q4,1784.6
Persons aged 15 years and over,Irish,In employment,2016Q1,1773.6
Persons aged 15 years and over,Irish,In employment,2016Q2,1810.6
Persons aged 15 years and over,Irish,In employment,2016Q3,1834.6
Persons aged 15 years and over,Irish,In employment,2016Q4,1841.1
Persons aged 15 years and over,Irish,In employment,2017Q1,1832.4
Persons aged 15 years and over,Irish,In employment,2017Q2,1847.5
Persons aged 15 years and over,Irish,In employment,2017Q3,1864.7
Persons aged 15 years and over,Irish,In employment,2017Q4,1884.7
Persons aged 15 years and over,Irish,In employment,2018Q1,1870.2
Persons aged 15 years and over,Irish,In employment,2018Q2,1889.2
Persons aged 15 years and over,Irish,In employment,2018Q3,1905.2
Persons aged 15 years and over,Irish,In employment,2018Q4,1906.3
Persons aged 15 years and over,Irish,In employment,2019Q1,1926.6
Persons aged 15 years and over,Irish,In employment,2019Q2,1920.0
Persons aged 15 years and over,Irish,In employment,2019Q3,1939.8
Persons aged 15 years and over,Irish,In employment,2019Q4,1969.8
Persons aged 15 years and over,Irish,Unemployed,1998Q1,
Persons aged 15 years and over,Irish,Unemployed,1998Q2,
Persons aged 15 years and over,Irish,Unemployed,1998Q3,
Persons aged 15 years and over,Irish,Unemployed,1998Q4,
Persons aged 15 years and over,Irish,Unemployed,1999Q1,
Persons aged 15 years and over,Irish,Unemployed,1999Q2,
Persons aged 15 years and over,Irish,Unemployed,1999Q3,
Persons aged 15 years and over,Irish,Unemployed,1999Q4,
Persons aged 15 years and over,Irish,Unemployed,2000Q1,
Persons aged 15 years and over,Irish,Unemployed,2000Q2,
Persons aged 15 years and over,Irish,Unemployed,2000Q3,
Persons aged 15 years and over,Irish,Unemployed,2000Q4,
Persons aged 15 years and over,Irish,Unemployed,2001Q1,
Persons aged 15 years and over,Irish,Unemployed,2001Q2,
Persons aged 15 years and over,Irish,Unemployed,2001Q3,
Persons aged 15 years and over,Irish,Unemployed,2001Q4,
Persons aged 15 years and over,Irish,Unemployed,2002Q1,
Persons aged 15 years and over,Irish,Unemployed,2002Q2,
Persons aged 15 years and over,Irish,Unemployed,2002Q3,
Persons aged 15 years and over,Irish,Unemployed,2002Q4,
Persons aged 15 years and over,Irish,Unemployed,2003Q1,
Persons aged 15 years and over,Irish,Unemployed,2003Q2,
Persons aged 15 years and over,Irish,Unemployed,2003Q3,
Persons aged 15 years and over,Irish,Unemployed,2003Q4,
Persons aged 15 years and over,Irish,Unemployed,2004Q1,
Persons aged 15 years and over,Irish,Unemployed,2004Q2,
Persons aged 15 years and over,Irish,Unemployed,2004Q3,
Persons aged 15 years and over,Irish,Unemployed,2004Q4,
Persons aged 15 years and over,Irish,Unemployed,2005Q1,
Persons aged 15 years and over,Irish,Unemployed,2005Q2,
Persons aged 15 years and over,Irish,Unemployed,2005Q3,
Persons aged 15 years and over,Irish,Unemployed,2005Q4,
Persons aged 15 years and over,Irish,Unemployed,2006Q1,
Persons aged 15 years and over,Irish,Unemployed,2006Q2,
Persons aged 15 years and over,Irish,Unemployed,2006Q3,93.5
Persons aged 15 years and over,Irish,Unemployed,2006Q4,77.8
Persons aged 15 years and over,Irish,Unemployed,2007Q1,88.4
Persons aged 15 years and over,Irish,Unemployed,2007Q2,98.3
Persons aged 15 years and over,Irish,Unemployed,2007Q3,97.0
Persons aged 15 years and over,Irish,Unemployed,2007Q4,92.7
Persons aged 15 years and over,Irish,Unemployed,2008Q1,98.3
Persons aged 15 years and over,Irish,Unemployed,2008Q2,115.4
Persons aged 15 years and over,Irish,Unemployed,2008Q3,143.6
Persons aged 15 years and over,Irish,Unemployed,2008Q4,154.8
Persons aged 15 years and over,Irish,Unemployed,2009Q1,192.2
Persons aged 15 years and over,Irish,Unemployed,2009Q2,240.2
Persons aged 15 years and over,Irish,Unemployed,2009Q3,249.6
Persons aged 15 years and over,Irish,Unemployed,2009Q4,241.9
Persons aged 15 years and over,Irish,Unemployed,2010Q1,249.9
Persons aged 15 years and over,Irish,Unemployed,2010Q2,271.3
Persons aged 15 years and over,Irish,Unemployed,2010Q3,273.7
Persons aged 15 years and over,Irish,Unemployed,2010Q4,271.4
Persons aged 15 years and over,Irish,Unemployed,2011Q1,269.0
Persons aged 15 years and over,Irish,Unemployed,2011Q2,280.9
Persons aged 15 years and over,Irish,Unemployed,2011Q3,293.9
Persons aged 15 years and over,Irish,Unemployed,2011Q4,280.2
Persons aged 15 years and over,Irish,Unemployed,2012Q1,283.9
Persons aged 15 years and over,Irish,Unemployed,2012Q2,291.0
Persons aged 15 years and over,Irish,Unemployed,2012Q3,293.0
Persons aged 15 years and over,Irish,Unemployed,2012Q4,263.4
Persons aged 15 years and over,Irish,Unemployed,2013Q1,255.6
Persons aged 15 years and over,Irish,Unemployed,2013Q2,272.1
Persons aged 15 years and over,Irish,Unemployed,2013Q3,255.9
Persons aged 15 years and over,Irish,Unemployed,2013Q4,227.1
Persons aged 15 years and over,Irish,Unemployed,2014Q1,230.2
Persons aged 15 years and over,Irish,Unemployed,2014Q2,231.1
Persons aged 15 years and over,Irish,Unemployed,2014Q3,228.2
Persons aged 15 years and over,Irish,Unemployed,2014Q4,198.0
Persons aged 15 years and over,Irish,Unemployed,2015Q1,194.0
Persons aged 15 years and over,Irish,Unemployed,2015Q2,199.0
Persons aged 15 years and over,Irish,Unemployed,2015Q3,188.2
Persons aged 15 years and over,Irish,Unemployed,2015Q4,173.2
Persons aged 15 years and over,Irish,Unemployed,2016Q1,167.5
Persons aged 15 years and over,Irish,Unemployed,2016Q2,176.7
Persons aged 15 years and over,Irish,Unemployed,2016Q3,167.1
Persons aged 15 years and over,Irish,Unemployed,2016Q4,141.6
Persons aged 15 years and over,Irish,Unemployed,2017Q1,137.7
Persons aged 15 years and over,Irish,Unemployed,2017Q2,135.6
Persons aged 15 years and over,Irish,Unemployed,2017Q3,134.0
Persons aged 15 years and over,Irish,Unemployed,2017Q4,115.3
Persons aged 15 years and over,Irish,Unemployed,2018Q1,104.1
Persons aged 15 years and over,Irish,Unemployed,2018Q2,118.4
Persons aged 15 years and over,Irish,Unemployed,2018Q3,115.6
Persons aged 15 years and over,Irish,Unemployed,2018Q4,102.8
Persons aged 15 years and over,Irish,Unemployed,2019Q1,92.0
Persons aged 15 years and over,Irish,Unemployed,2019Q2,105.6
Persons aged 15 years and over,Irish,Unemployed,2019Q3,106.7
Persons aged 15 years and over,Irish,Unemployed,2019Q4,86.4
Persons aged 15 years and over,Irish,Not in labour force,1998Q1,
Persons aged 15 years and over,Irish,Not in labour force,1998Q2,
Persons aged 15 years and over,Irish,Not in labour force,1998Q3,
Persons aged 15 years and over,Irish,Not in labour force,1998Q4,
Persons aged 15 years and over,Irish,Not in labour force,1999Q1,
Persons aged 15 years and over,Irish,Not in labour force,1999Q2,
Persons aged 15 years and over,Irish,Not in labour force,1999Q3,
Persons aged 15 years and over,Irish,Not in labour force,1999Q4,
Persons aged 15 years and over,Irish,Not in labour force,2000Q1,
Persons aged 15 years and over,Irish,Not in labour force,2000Q2,
Persons aged 15 years and over,Irish,Not in labour force,2000Q3,
Persons aged 15 years and over,Irish,Not in labour force,2000Q4,
Persons aged 15 years and over,Irish,Not in labour force,2001Q1,
Persons aged 15 years and over,Irish,Not in labour force,2001Q2,
Persons aged 15 years and over,Irish,Not in labour force,2001Q3,
Persons aged 15 years and over,Irish,Not in labour force,2001Q4,
Persons aged 15 years and over,Irish,Not in labour force,2002Q1,
Persons aged 15 years and over,Irish,Not in labour force,2002Q2,
Persons aged 15 years and over,Irish,Not in labour force,2002Q3,
Persons aged 15 years and over,Irish,Not in labour force,2002Q4,
Persons aged 15 years and over,Irish,Not in labour force,2003Q1,
Persons aged 15 years and over,Irish,Not in labour force,2003Q2,
Persons aged 15 years and over,Irish,Not in labour force,2003Q3,
Persons aged 15 years and over,Irish,Not in labour force,2003Q4,
Persons aged 15 years and over,Irish,Not in labour force,2004Q1,
Persons aged 15 years and over,Irish,Not in labour force,2004Q2,
Persons aged 15 years and over,Irish,Not in labour force,2004Q3,
Persons aged 15 years and over,Irish,Not in labour force,2004Q4,
Persons aged 15 years and over,Irish,Not in labour force,2005Q1,
Persons aged 15 years and over,Irish,Not in labour force,2005Q2,
Persons aged 15 years and over,Irish,Not in labour force,2005Q3,
Persons aged 15 years and over,Irish,Not in labour force,2005Q4,
Persons aged 15 years and over,Irish,Not in labour force,2006Q1,
Persons aged 15 years and over,Irish,Not in labour force,2006Q2,
Persons aged 15 years and over,Irish,Not in labour force,2006Q3,1048.2
Persons aged 15 years and over,Irish,Not in labour force,2006Q4,1084.7
Persons aged 15 years and over,Irish,Not in labour force,2007Q1,1077.4
Persons aged 15 years and over,Irish,Not in labour force,2007Q2,1067.6
Persons aged 15 years and over,Irish,Not in labour force,2007Q3,1048.6
Persons aged 15 years and over,Irish,Not in labour force,2007Q4,1086.9
Persons aged 15 years and over,Irish,Not in labour force,2008Q1,1109.0
Persons aged 15 years and over,Irish,Not in labour force,2008Q2,1097.4
Persons aged 15 years and over,Irish,Not in labour force,2008Q3,1077.1
Persons aged 15 years and over,Irish,Not in labour force,2008Q4,1127.9
Persons aged 15 years and over,Irish,Not in labour force,2009Q1,1168.3
Persons aged 15 years and over,Irish,Not in labour force,2009Q2,1149.2
Persons aged 15 years and over,Irish,Not in labour force,2009Q3,1154.2
Persons aged 15 years and over,Irish,Not in labour force,2009Q4,1198.6
Persons aged 15 years and over,Irish,Not in labour force,2010Q1,1217.5
Persons aged 15 years and over,Irish,Not in labour force,2010Q2,1193.5
Persons aged 15 years and over,Irish,Not in labour force,2010Q3,1192.4
Persons aged 15 years and over,Irish,Not in labour force,2010Q4,1226.5
Persons aged 15 years and over,Irish,Not in labour force,2011Q1,1245.3
Persons aged 15 years and over,Irish,Not in labour force,2011Q2,1223.1
Persons aged 15 years and over,Irish,Not in labour force,2011Q3,1227.2
Persons aged 15 years and over,Irish,Not in labour force,2011Q4,1234.2
Persons aged 15 years and over,Irish,Not in labour force,2012Q1,1255.7
Persons aged 15 years and over,Irish,Not in labour force,2012Q2,1243.3
Persons aged 15 years and over,Irish,Not in labour force,2012Q3,1236.2
Persons aged 15 years and over,Irish,Not in labour force,2012Q4,1263.1
Persons aged 15 years and over,Irish,Not in labour force,2013Q1,1273.1
Persons aged 15 years and over,Irish,Not in labour force,2013Q2,1238.4
Persons aged 15 years and over,Irish,Not in labour force,2013Q3,1233.8
Persons aged 15 years and over,Irish,Not in labour force,2013Q4,1257.4
Persons aged 15 years and over,Irish,Not in labour force,2014Q1,1275.3
Persons aged 15 years and over,Irish,Not in labour force,2014Q2,1266.0
Persons aged 15 years and over,Irish,Not in labour force,2014Q3,1243.4
Persons aged 15 years and over,Irish,Not in labour force,2014Q4,1266.8
Persons aged 15 years and over,Irish,Not in labour force,2015Q1,1280.3
Persons aged 15 years and over,Irish,Not in labour force,2015Q2,1258.2
Persons aged 15 years and over,Irish,Not in labour force,2015Q3,1259.8
Persons aged 15 years and over,Irish,Not in labour force,2015Q4,1279.3
Persons aged 15 years and over,Irish,Not in labour force,2016Q1,1301.8
Persons aged 15 years and over,Irish,Not in labour force,2016Q2,1263.7
Persons aged 15 years and over,Irish,Not in labour force,2016Q3,1258.4
Persons aged 15 years and over,Irish,Not in labour force,2016Q4,1287.2
Persons aged 15 years and over,Irish,Not in labour force,2017Q1,1308.8
Persons aged 15 years and over,Irish,Not in labour force,2017Q2,1301.2
Persons aged 15 years and over,Irish,Not in labour force,2017Q3,1295.0
Persons aged 15 years and over,Irish,Not in labour force,2017Q4,1303.8
Persons aged 15 years and over,Irish,Not in labour force,2018Q1,1336.5
Persons aged 15 years and over,Irish,Not in labour force,2018Q2,1313.9
Persons aged 15 years and over,Irish,Not in labour force,2018Q3,1309.3
Persons aged 15 years and over,Irish,Not in labour force,2018Q4,1329.8
Persons aged 15 years and over,Irish,Not in labour force,2019Q1,1332.9
Persons aged 15 years and over,Irish,Not in labour force,2019Q2,1332.7
Persons aged 15 years and over,Irish,Not in labour force,2019Q3,1319.8
Persons aged 15 years and over,Irish,Not in labour force,2019Q4,1317.5
Persons aged 15 years and over,Non-Irish,All ILO economic status,1998Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1998Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1998Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1998Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1999Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1999Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1999Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,1999Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2000Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2000Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2000Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2000Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2001Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2001Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2001Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2001Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2002Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2002Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2002Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2002Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2003Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2003Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2003Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2003Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2004Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2004Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2004Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2004Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2005Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2005Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2005Q3,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2005Q4,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2006Q1,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2006Q2,
Persons aged 15 years and over,Non-Irish,All ILO economic status,2006Q3,403.4
Persons aged 15 years and over,Non-Irish,All ILO economic status,2006Q4,425.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2007Q1,440.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2007Q2,455.9
Persons aged 15 years and over,Non-Irish,All ILO economic status,2007Q3,468.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2007Q4,481.5
Persons aged 15 years and over,Non-Irish,All ILO economic status,2008Q1,491.0
Persons aged 15 years and over,Non-Irish,All ILO economic status,2008Q2,495.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2008Q3,496.7
Persons aged 15 years and over,Non-Irish,All ILO economic status,2008Q4,495.9
Persons aged 15 years and over,Non-Irish,All ILO economic status,2009Q1,493.4
Persons aged 15 years and over,Non-Irish,All ILO economic status,2009Q2,493.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2009Q3,491.5
Persons aged 15 years and over,Non-Irish,All ILO economic status,2009Q4,486.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2010Q1,482.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2010Q2,479.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2010Q3,479.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2010Q4,479.4
Persons aged 15 years and over,Non-Irish,All ILO economic status,2011Q1,477.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2011Q2,476.9
Persons aged 15 years and over,Non-Irish,All ILO economic status,2011Q3,476.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2011Q4,476.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2012Q1,473.7
Persons aged 15 years and over,Non-Irish,All ILO economic status,2012Q2,470.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2012Q3,468.7
Persons aged 15 years and over,Non-Irish,All ILO economic status,2012Q4,466.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2013Q1,464.0
Persons aged 15 years and over,Non-Irish,All ILO economic status,2013Q2,461.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2013Q3,461.4
Persons aged 15 years and over,Non-Irish,All ILO economic status,2013Q4,460.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2014Q1,460.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2014Q2,459.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2014Q3,461.0
Persons aged 15 years and over,Non-Irish,All ILO economic status,2014Q4,462.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2015Q1,464.9
Persons aged 15 years and over,Non-Irish,All ILO economic status,2015Q2,467.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2015Q3,471.3
Persons aged 15 years and over,Non-Irish,All ILO economic status,2015Q4,474.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2016Q1,479.0
Persons aged 15 years and over,Non-Irish,All ILO economic status,2016Q2,483.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2016Q3,489.6
Persons aged 15 years and over,Non-Irish,All ILO economic status,2016Q4,494.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2017Q1,497.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2017Q2,501.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2017Q3,505.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2017Q4,514.4
Persons aged 15 years and over,Non-Irish,All ILO economic status,2018Q1,513.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2018Q2,526.8
Persons aged 15 years and over,Non-Irish,All ILO economic status,2018Q3,530.1
Persons aged 15 years and over,Non-Irish,All ILO economic status,2018Q4,538.3
Persons aged 15 years and over,Non-Irish,All ILO economic status,2019Q1,544.9
Persons aged 15 years and over,Non-Irish,All ILO economic status,2019Q2,554.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2019Q3,559.2
Persons aged 15 years and over,Non-Irish,All ILO economic status,2019Q4,569.1
Persons aged 15 years and over,Non-Irish,In labour force,1998Q1,
Persons aged 15 years and over,Non-Irish,In labour force,1998Q2,
Persons aged 15 years and over,Non-Irish,In labour force,1998Q3,
Persons aged 15 years and over,Non-Irish,In labour force,1998Q4,
Persons aged 15 years and over,Non-Irish,In labour force,1999Q1,
Persons aged 15 years and over,Non-Irish,In labour force,1999Q2,
Persons aged 15 years and over,Non-Irish,In labour force,1999Q3,
Persons aged 15 years and over,Non-Irish,In labour force,1999Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2000Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2000Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2000Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2000Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2001Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2001Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2001Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2001Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2002Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2002Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2002Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2002Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2003Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2003Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2003Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2003Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2004Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2004Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2004Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2004Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2005Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2005Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2005Q3,
Persons aged 15 years and over,Non-Irish,In labour force,2005Q4,
Persons aged 15 years and over,Non-Irish,In labour force,2006Q1,
Persons aged 15 years and over,Non-Irish,In labour force,2006Q2,
Persons aged 15 years and over,Non-Irish,In labour force,2006Q3,313.5
Persons aged 15 years and over,Non-Irish,In labour force,2006Q4,329.5
Persons aged 15 years and over,Non-Irish,In labour force,2007Q1,343.4
Persons aged 15 years and over,Non-Irish,In labour force,2007Q2,358.8
Persons aged 15 years and over,Non-Irish,In labour force,2007Q3,368.6
Persons aged 15 years and over,Non-Irish,In labour force,2007Q4,372.4
Persons aged 15 years and over,Non-Irish,In labour force,2008Q1,382.0
Persons aged 15 years and over,Non-Irish,In labour force,2008Q2,382.9
Persons aged 15 years and over,Non-Irish,In labour force,2008Q3,382.3
Persons aged 15 years and over,Non-Irish,In labour force,2008Q4,370.7
Persons aged 15 years and over,Non-Irish,In labour force,2009Q1,369.7
Persons aged 15 years and over,Non-Irish,In labour force,2009Q2,371.3
Persons aged 15 years and over,Non-Irish,In labour force,2009Q3,368.6
Persons aged 15 years and over,Non-Irish,In labour force,2009Q4,357.2
Persons aged 15 years and over,Non-Irish,In labour force,2010Q1,343.5
Persons aged 15 years and over,Non-Irish,In labour force,2010Q2,343.9
Persons aged 15 years and over,Non-Irish,In labour force,2010Q3,340.5
Persons aged 15 years and over,Non-Irish,In labour force,2010Q4,340.2
Persons aged 15 years and over,Non-Irish,In labour force,2011Q1,335.3
Persons aged 15 years and over,Non-Irish,In labour force,2011Q2,343.6
Persons aged 15 years and over,Non-Irish,In labour force,2011Q3,345.0
Persons aged 15 years and over,Non-Irish,In labour force,2011Q4,336.8
Persons aged 15 years and over,Non-Irish,In labour force,2012Q1,337.2
Persons aged 15 years and over,Non-Irish,In labour force,2012Q2,339.0
Persons aged 15 years and over,Non-Irish,In labour force,2012Q3,336.1
Persons aged 15 years and over,Non-Irish,In labour force,2012Q4,328.5
Persons aged 15 years and over,Non-Irish,In labour force,2013Q1,329.5
Persons aged 15 years and over,Non-Irish,In labour force,2013Q2,335.7
Persons aged 15 years and over,Non-Irish,In labour force,2013Q3,339.0
Persons aged 15 years and over,Non-Irish,In labour force,2013Q4,330.7
Persons aged 15 years and over,Non-Irish,In labour force,2014Q1,327.4
Persons aged 15 years and over,Non-Irish,In labour force,2014Q2,328.0
Persons aged 15 years and over,Non-Irish,In labour force,2014Q3,328.0
Persons aged 15 years and over,Non-Irish,In labour force,2014Q4,321.7
Persons aged 15 years and over,Non-Irish,In labour force,2015Q1,318.5
Persons aged 15 years and over,Non-Irish,In labour force,2015Q2,325.2
Persons aged 15 years and over,Non-Irish,In labour force,2015Q3,338.4
Persons aged 15 years and over,Non-Irish,In labour force,2015Q4,334.4
Persons aged 15 years and over,Non-Irish,In labour force,2016Q1,339.1
Persons aged 15 years and over,Non-Irish,In labour force,2016Q2,350.9
Persons aged 15 years and over,Non-Irish,In labour force,2016Q3,357.4
Persons aged 15 years and over,Non-Irish,In labour force,2016Q4,348.5
Persons aged 15 years and over,Non-Irish,In labour force,2017Q1,351.7
Persons aged 15 years and over,Non-Irish,In labour force,2017Q2,358.3
Persons aged 15 years and over,Non-Irish,In labour force,2017Q3,371.3
Persons aged 15 years and over,Non-Irish,In labour force,2017Q4,374.7
Persons aged 15 years and over,Non-Irish,In labour force,2018Q1,379.4
Persons aged 15 years and over,Non-Irish,In labour force,2018Q2,391.8
Persons aged 15 years and over,Non-Irish,In labour force,2018Q3,396.2
Persons aged 15 years and over,Non-Irish,In labour force,2018Q4,401.0
Persons aged 15 years and over,Non-Irish,In labour force,2019Q1,397.6
Persons aged 15 years and over,Non-Irish,In labour force,2019Q2,405.2
Persons aged 15 years and over,Non-Irish,In labour force,2019Q3,408.3
Persons aged 15 years and over,Non-Irish,In labour force,2019Q4,415.5
Persons aged 15 years and over,Non-Irish,In employment,1998Q1,
Persons aged 15 years and over,Non-Irish,In employment,1998Q2,
Persons aged 15 years and over,Non-Irish,In employment,1998Q3,
Persons aged 15 years and over,Non-Irish,In employment,1998Q4,
Persons aged 15 years and over,Non-Irish,In employment,1999Q1,
Persons aged 15 years and over,Non-Irish,In employment,1999Q2,
Persons aged 15 years and over,Non-Irish,In employment,1999Q3,
Persons aged 15 years and over,Non-Irish,In employment,1999Q4,
Persons aged 15 years and over,Non-Irish,In employment,2000Q1,
Persons aged 15 years and over,Non-Irish,In employment,2000Q2,
Persons aged 15 years and over,Non-Irish,In employment,2000Q3,
Persons aged 15 years and over,Non-Irish,In employment,2000Q4,
Persons aged 15 years and over,Non-Irish,In employment,2001Q1,
Persons aged 15 years and over,Non-Irish,In employment,2001Q2,
Persons aged 15 years and over,Non-Irish,In employment,2001Q3,
Persons aged 15 years and over,Non-Irish,In employment,2001Q4,
Persons aged 15 years and over,Non-Irish,In employment,2002Q1,
Persons aged 15 years and over,Non-Irish,In employment,2002Q2,
Persons aged 15 years and over,Non-Irish,In employment,2002Q3,
Persons aged 15 years and over,Non-Irish,In employment,2002Q4,
Persons aged 15 years and over,Non-Irish,In employment,2003Q1,
